,customer_id,transaction_date,transaction_amount
4605,CUST_488,2022-12-05,203.96
4606,CUST_2242,2022-12-05,177.03
4607,CUST_1310,2022-12-05,322.88
4608,CUST_1688,2022-12-05,64.95
4609,CUST_2643,2022-12-05,44.05
4610,CUST_660,2022-12-05,461.05
4611,CUST_2732,2022-12-05,52.87
4612,CUST_916,2022-12-06,370.3
4613,CUST_1908,2022-12-06,98.28
4614,CUST_1947,2022-12-06,450.91
4615,CUST_2674,2022-12-06,436.93
4616,CUST_2528,2022-12-06,65.1
4617,CUST_2243,2022-12-06,44.54
4618,CUST_2423,2022-12-06,177.82
4619,CUST_1815,2022-12-06,263.58
4620,CUST_2431,2022-12-06,93.66
4621,CUST_2129,2022-12-06,157.95
4622,CUST_198,2022-12-06,464.11
4623,CUST_272,2022-12-06,455.92
4624,CUST_2051,2022-12-06,84.97
4625,CUST_1776,2022-12-06,171.3
4626,CUST_2723,2022-12-07,426.83
4627,CUST_2391,2022-12-07,410.58
4628,CUST_2912,2022-12-07,304.72
4629,CUST_1705,2022-12-07,252.63
4630,CUST_2682,2022-12-07,29.49
4631,CUST_784,2022-12-07,485.24
4632,CUST_1193,2022-12-07,17.99
4633,CUST_1009,2022-12-07,182.04
4634,CUST_1232,2022-12-07,129.05
4635,CUST_8,2022-12-07,189.38
4636,CUST_705,2022-12-07,419.82
4637,CUST_191,2022-12-07,84.51
4638,CUST_2873,2022-12-07,120.16
4639,CUST_2849,2022-12-07,359.77
4640,CUST_2752,2022-12-08,282.93
4641,CUST_2329,2022-12-08,179.68
4642,CUST_1650,2022-12-08,116.22
4643,CUST_2746,2022-12-08,56.35
4644,CUST_14,2022-12-08,495.96
4645,CUST_1890,2022-12-08,134.9
4646,CUST_1701,2022-12-08,369.08
4647,CUST_2153,2022-12-08,180.04
4648,CUST_2880,2022-12-08,17.1
4649,CUST_2269,2022-12-08,373.01
4650,CUST_823,2022-12-09,351.47
4651,CUST_2898,2022-12-09,414.83
4652,CUST_1083,2022-12-09,29.07
4653,CUST_2665,2022-12-09,238.93
4654,CUST_2979,2022-12-09,105.8
4655,CUST_1509,2022-12-09,327.53
4656,CUST_256,2022-12-09,57.55
4657,CUST_2271,2022-12-09,93.71
4658,CUST_2501,2022-12-09,21.03
4659,CUST_1840,2022-12-09,485.35
4660,CUST_1658,2022-12-09,185.11
4661,CUST_1435,2022-12-09,216.26
4662,CUST_1082,2022-12-09,100.5
4663,CUST_1332,2022-12-09,423.87
4664,CUST_848,2022-12-10,440.31
4665,CUST_2912,2022-12-10,487.35
4666,CUST_1438,2022-12-10,272.5
4667,CUST_1491,2022-12-10,52.69
4668,CUST_169,2022-12-10,392.38
4669,CUST_2438,2022-12-10,315.77
4670,CUST_63,2022-12-10,375.5
4671,CUST_1556,2022-12-10,448.2
4672,CUST_1756,2022-12-10,475.01
4673,CUST_1345,2022-12-10,132.13
4674,CUST_234,2022-12-10,35.12
4675,CUST_1044,2022-12-10,369.08
4676,CUST_1418,2022-12-11,205.97
4677,CUST_824,2022-12-11,171.67
4678,CUST_375,2022-12-11,283.02
4679,CUST_906,2022-12-11,66.57
4680,CUST_1914,2022-12-11,386.78
4681,CUST_1785,2022-12-11,120.54
4682,CUST_1422,2022-12-11,264.74
4683,CUST_397,2022-12-11,478.16
4684,CUST_460,2022-12-11,319.54
4685,CUST_419,2022-12-11,473.42
4686,CUST_1342,2022-12-12,81.46
4687,CUST_1652,2022-12-12,427.73
4688,CUST_2108,2022-12-12,426.96
4689,CUST_2509,2022-12-12,79.94
4690,CUST_1655,2022-12-12,15.31
4691,CUST_1761,2022-12-12,66.21
4692,CUST_1766,2022-12-12,77.87
4693,CUST_2220,2022-12-12,232.72
4694,CUST_760,2022-12-12,412.74
4695,CUST_2420,2022-12-12,118.49
4696,CUST_2503,2022-12-12,381.08
4697,CUST_1468,2022-12-12,18.08
4698,CUST_953,2022-12-13,367.46
4699,CUST_2635,2022-12-13,267.97
4700,CUST_1378,2022-12-13,423.71
4701,CUST_2867,2022-12-13,303.16
4702,CUST_543,2022-12-13,262.98
4703,CUST_1437,2022-12-13,48.69
4704,CUST_1061,2022-12-13,235.57
4705,CUST_1095,2022-12-13,468.84
4706,CUST_1545,2022-12-13,304.63
4707,CUST_2457,2022-12-13,472.45
4708,CUST_2308,2022-12-13,208.77
4709,CUST_1736,2022-12-13,210.9
4710,CUST_1865,2022-12-13,49.72
4711,CUST_844,2022-12-14,132.15
4712,CUST_1310,2022-12-14,202.53
4713,CUST_1023,2022-12-14,321.7
4714,CUST_337,2022-12-14,284.73
4715,CUST_2747,2022-12-14,35.11
4716,CUST_2616,2022-12-14,323.75
4717,CUST_1734,2022-12-14,367.09
4718,CUST_999,2022-12-14,426.36
4719,CUST_1691,2022-12-14,318.48
4720,CUST_2597,2022-12-14,16.02
4721,CUST_2756,2022-12-14,113.59
4722,CUST_1747,2022-12-14,280.81
4723,CUST_2956,2022-12-14,285.11
4724,CUST_2365,2022-12-14,122.33
4725,CUST_1714,2022-12-14,499.23
4726,CUST_2059,2022-12-14,485.0
4727,CUST_1806,2022-12-15,379.06
4728,CUST_2142,2022-12-15,462.67
4729,CUST_370,2022-12-15,83.34
4730,CUST_2857,2022-12-15,332.43
4731,CUST_141,2022-12-15,199.21
4732,CUST_2138,2022-12-15,362.73
4733,CUST_321,2022-12-15,182.24
4734,CUST_2224,2022-12-15,417.89
4735,CUST_5,2022-12-16,277.49
4736,CUST_2291,2022-12-16,193.64
4737,CUST_1088,2022-12-16,117.49
4738,CUST_332,2022-12-16,229.12
4739,CUST_2422,2022-12-16,460.17
4740,CUST_589,2022-12-16,245.58
4741,CUST_2765,2022-12-16,448.04
4742,CUST_922,2022-12-16,131.51
4743,CUST_2688,2022-12-17,385.88
4744,CUST_1891,2022-12-17,312.51
4745,CUST_890,2022-12-17,103.6
4746,CUST_2819,2022-12-17,231.82
4747,CUST_1960,2022-12-17,260.18
4748,CUST_1190,2022-12-17,490.12
4749,CUST_2533,2022-12-17,68.06
4750,CUST_344,2022-12-17,372.77
4751,CUST_1801,2022-12-17,322.58
4752,CUST_763,2022-12-17,241.89
4753,CUST_1679,2022-12-17,248.88
4754,CUST_26,2022-12-17,330.35
4755,CUST_77,2022-12-17,50.6
4756,CUST_2546,2022-12-17,487.15
4757,CUST_518,2022-12-17,209.11
4758,CUST_351,2022-12-18,292.69
4759,CUST_2319,2022-12-18,434.29
4760,CUST_1677,2022-12-18,365.74
4761,CUST_1167,2022-12-18,134.46
4762,CUST_1715,2022-12-18,212.01
4763,CUST_927,2022-12-18,186.8
4764,CUST_910,2022-12-18,305.97
4765,CUST_1970,2022-12-18,351.74
4766,CUST_2489,2022-12-18,330.9
4767,CUST_1773,2022-12-18,214.03
4768,CUST_1398,2022-12-18,295.76
4769,CUST_2175,2022-12-18,160.38
4770,CUST_441,2022-12-18,254.08
4771,CUST_262,2022-12-18,198.5
4772,CUST_2101,2022-12-19,184.98
4773,CUST_1698,2022-12-19,171.95
4774,CUST_2803,2022-12-19,179.64
4775,CUST_1994,2022-12-19,224.37
4776,CUST_807,2022-12-19,228.62
4777,CUST_1191,2022-12-19,272.35
4778,CUST_1199,2022-12-19,12.88
4779,CUST_2801,2022-12-19,428.34
4780,CUST_1761,2022-12-19,319.64
4781,CUST_2529,2022-12-20,291.84
4782,CUST_2059,2022-12-20,27.26
4783,CUST_2060,2022-12-20,429.58
4784,CUST_1250,2022-12-20,298.11
4785,CUST_2577,2022-12-20,288.15
4786,CUST_1481,2022-12-20,13.27
4787,CUST_830,2022-12-20,464.65
4788,CUST_7,2022-12-20,444.65
4789,CUST_7,2022-12-20,497.3
4790,CUST_202,2022-12-20,116.83
4791,CUST_675,2022-12-21,17.08
4792,CUST_349,2022-12-21,423.32
4793,CUST_1312,2022-12-21,343.96
4794,CUST_1633,2022-12-21,353.97
4795,CUST_289,2022-12-21,281.69
4796,CUST_227,2022-12-21,194.04
4797,CUST_320,2022-12-21,330.83
4798,CUST_1711,2022-12-21,82.9
4799,CUST_181,2022-12-21,419.77
4800,CUST_2773,2022-12-21,385.69
4801,CUST_1385,2022-12-21,161.33
4802,CUST_842,2022-12-21,396.26
4803,CUST_1335,2022-12-21,236.81
4804,CUST_1272,2022-12-21,195.19
4805,CUST_969,2022-12-21,126.31
4806,CUST_2447,2022-12-21,369.46
4807,CUST_2060,2022-12-21,285.23
4808,CUST_450,2022-12-21,224.65
4809,CUST_1882,2022-12-21,400.95
4810,CUST_801,2022-12-21,19.54
4811,CUST_159,2022-12-21,221.78
4812,CUST_2699,2022-12-21,284.01
4813,CUST_2987,2022-12-21,277.93
4814,CUST_1135,2022-12-22,85.67
4815,CUST_2837,2022-12-22,180.61
4816,CUST_858,2022-12-22,230.33
4817,CUST_2069,2022-12-22,157.94
4818,CUST_1434,2022-12-22,461.94
4819,CUST_2285,2022-12-22,104.93
4820,CUST_2824,2022-12-22,466.58
4821,CUST_1410,2022-12-22,180.39
4822,CUST_305,2022-12-22,73.08
4823,CUST_113,2022-12-22,301.15
4824,CUST_1039,2022-12-22,83.64
4825,CUST_1787,2022-12-22,39.57
4826,CUST_2660,2022-12-22,181.4
4827,CUST_1454,2022-12-22,114.93
4828,CUST_1494,2022-12-22,357.13
4829,CUST_1230,2022-12-23,47.55
4830,CUST_1118,2022-12-23,445.54
4831,CUST_299,2022-12-23,167.87
4832,CUST_1583,2022-12-23,442.26
4833,CUST_1558,2022-12-23,118.43
4834,CUST_1877,2022-12-23,374.3
4835,CUST_1373,2022-12-23,255.95
4836,CUST_1806,2022-12-23,406.86
4837,CUST_2164,2022-12-23,119.63
4838,CUST_764,2022-12-23,31.67
4839,CUST_1851,2022-12-23,17.38
4840,CUST_2729,2022-12-23,345.69
4841,CUST_246,2022-12-23,52.15
4842,CUST_636,2022-12-23,232.03
4843,CUST_1775,2022-12-23,315.96
4844,CUST_912,2022-12-24,321.42
4845,CUST_2898,2022-12-24,52.94
4846,CUST_2739,2022-12-24,253.45
4847,CUST_1926,2022-12-24,67.83
4848,CUST_2259,2022-12-24,66.61
4849,CUST_1454,2022-12-24,158.53
4850,CUST_2466,2022-12-24,258.72
4851,CUST_1594,2022-12-24,467.06
4852,CUST_2484,2022-12-24,252.69
4853,CUST_2793,2022-12-24,400.85
4854,CUST_1577,2022-12-24,482.12
4855,CUST_500,2022-12-24,160.49
4856,CUST_1442,2022-12-24,405.32
4857,CUST_395,2022-12-24,132.89
4858,CUST_274,2022-12-24,206.37
4859,CUST_2721,2022-12-24,285.8
4860,CUST_2114,2022-12-24,161.3
4861,CUST_703,2022-12-24,282.8
4862,CUST_2865,2022-12-24,249.12
4863,CUST_2081,2022-12-25,33.9
4864,CUST_943,2022-12-25,74.67
4865,CUST_1837,2022-12-25,56.42
4866,CUST_102,2022-12-25,377.0
4867,CUST_382,2022-12-25,337.44
4868,CUST_544,2022-12-25,174.63
4869,CUST_1929,2022-12-25,27.59
4870,CUST_2006,2022-12-25,55.77
4871,CUST_404,2022-12-25,189.96
4872,CUST_752,2022-12-26,210.89
4873,CUST_282,2022-12-26,271.8
4874,CUST_2464,2022-12-26,171.19
4875,CUST_1038,2022-12-26,91.71
4876,CUST_2736,2022-12-26,131.56
4877,CUST_596,2022-12-26,101.95
4878,CUST_860,2022-12-26,459.56
4879,CUST_2591,2022-12-26,445.73
4880,CUST_1425,2022-12-26,127.55
4881,CUST_2288,2022-12-26,412.02
4882,CUST_553,2022-12-26,334.71
4883,CUST_2444,2022-12-26,484.03
4884,CUST_1746,2022-12-26,355.36
4885,CUST_1010,2022-12-26,482.72
4886,CUST_2317,2022-12-26,334.08
4887,CUST_503,2022-12-26,133.68
4888,CUST_874,2022-12-27,481.42
4889,CUST_452,2022-12-27,69.88
4890,CUST_2004,2022-12-27,190.46
4891,CUST_1223,2022-12-27,457.29
4892,CUST_816,2022-12-27,181.18
4893,CUST_1282,2022-12-27,257.42
4894,CUST_2604,2022-12-27,195.71
4895,CUST_1053,2022-12-27,22.22
4896,CUST_2950,2022-12-27,154.94
4897,CUST_2017,2022-12-27,108.05
4898,CUST_1078,2022-12-27,224.01
4899,CUST_1962,2022-12-27,155.19
4900,CUST_2674,2022-12-28,24.12
4901,CUST_1879,2022-12-28,335.01
4902,CUST_1614,2022-12-28,12.82
4903,CUST_756,2022-12-28,152.12
4904,CUST_1563,2022-12-28,262.92
4905,CUST_2251,2022-12-28,17.37
4906,CUST_1369,2022-12-28,454.33
4907,CUST_2775,2022-12-28,229.98
4908,CUST_325,2022-12-28,17.13
4909,CUST_2180,2022-12-28,294.87
4910,CUST_949,2022-12-28,292.34
4911,CUST_1153,2022-12-28,139.12
4912,CUST_808,2022-12-28,107.53
4913,CUST_987,2022-12-29,490.86
4914,CUST_2403,2022-12-29,234.84
4915,CUST_2106,2022-12-29,385.08
4916,CUST_2943,2022-12-29,147.61
4917,CUST_1756,2022-12-29,262.27
4918,CUST_1924,2022-12-29,376.42
4919,CUST_68,2022-12-29,277.95
4920,CUST_174,2022-12-29,234.88
4921,CUST_2340,2022-12-29,18.08
4922,CUST_1179,2022-12-30,494.11
4923,CUST_2263,2022-12-30,310.94
4924,CUST_992,2022-12-30,130.65
4925,CUST_2894,2022-12-30,467.07
4926,CUST_565,2022-12-30,56.03
4927,CUST_372,2022-12-30,75.34
4928,CUST_2966,2022-12-30,192.68
4929,CUST_2551,2022-12-30,62.77
4930,CUST_2315,2022-12-30,343.77
4931,CUST_1398,2022-12-30,21.55
4932,CUST_508,2022-12-30,186.81
4933,CUST_685,2022-12-30,80.41
4934,CUST_557,2022-12-30,438.63
4935,CUST_2397,2022-12-30,158.56
4936,CUST_669,2022-12-30,117.79
4937,CUST_1,2022-12-30,259.24
4938,CUST_1327,2022-12-30,460.26
4939,CUST_1825,2022-12-30,448.35
4940,CUST_2302,2022-12-31,368.4
4941,CUST_2843,2022-12-31,240.72
4942,CUST_205,2022-12-31,382.87
4943,CUST_1143,2022-12-31,218.83
4944,CUST_2000,2022-12-31,125.44
4945,CUST_2172,2022-12-31,318.5
4946,CUST_2975,2022-12-31,216.78
4947,CUST_2515,2022-12-31,496.61
4948,CUST_1610,2022-12-31,116.84
4949,CUST_1341,2022-12-31,470.27
4950,CUST_1083,2022-12-31,264.52
4951,CUST_2418,2022-12-31,105.14
4952,CUST_944,2022-12-31,84.51
4953,CUST_1861,2022-12-31,304.81
4954,CUST_2505,2022-12-31,306.91
4955,CUST_562,2022-12-31,237.17
4956,CUST_2052,2022-12-31,146.71
4957,CUST_2815,2022-12-31,61.42
4958,CUST_169,2022-12-31,439.09
4959,CUST_2544,2023-01-01,470.19
4960,CUST_481,2023-01-01,45.03
4961,CUST_1885,2023-01-01,394.46
4962,CUST_143,2023-01-01,14.92
4963,CUST_2188,2023-01-01,76.94
4964,CUST_670,2023-01-01,45.0
4965,CUST_1591,2023-01-01,485.16
4966,CUST_428,2023-01-01,459.39
4967,CUST_2550,2023-01-02,395.41
4968,CUST_1024,2023-01-02,383.49
4969,CUST_263,2023-01-02,350.65
4970,CUST_936,2023-01-02,33.4
4971,CUST_1374,2023-01-02,278.05
4972,CUST_1671,2023-01-02,350.39
4973,CUST_2359,2023-01-02,190.74
4974,CUST_1220,2023-01-02,337.63
4975,CUST_1699,2023-01-03,314.09
4976,CUST_878,2023-01-03,416.25
4977,CUST_1699,2023-01-03,286.81
4978,CUST_2712,2023-01-03,293.59
4979,CUST_1626,2023-01-03,71.15
4980,CUST_2134,2023-01-03,481.2
4981,CUST_1451,2023-01-03,472.22
4982,CUST_2933,2023-01-03,403.24
4983,CUST_131,2023-01-03,301.5
4984,CUST_672,2023-01-03,363.95
4985,CUST_2399,2023-01-03,159.35
4986,CUST_2046,2023-01-03,208.28
4987,CUST_2355,2023-01-03,293.65
4988,CUST_2098,2023-01-03,211.58
4989,CUST_1579,2023-01-03,55.61
4990,CUST_2899,2023-01-03,57.99
4991,CUST_1140,2023-01-03,474.18
4992,CUST_1109,2023-01-04,291.49
4993,CUST_2404,2023-01-04,19.38
4994,CUST_1492,2023-01-04,397.46
4995,CUST_2386,2023-01-04,205.48
4996,CUST_2239,2023-01-04,159.78
4997,CUST_2742,2023-01-04,404.06
4998,CUST_1495,2023-01-04,443.41
4999,CUST_2189,2023-01-04,340.3
5000,CUST_2637,2023-01-05,496.59
5001,CUST_526,2023-01-05,181.34
5002,CUST_2895,2023-01-05,473.35
5003,CUST_1577,2023-01-05,415.57
5004,CUST_864,2023-01-05,48.87
5005,CUST_1424,2023-01-05,37.1
5006,CUST_423,2023-01-05,499.41
5007,CUST_2883,2023-01-05,93.39
5008,CUST_731,2023-01-05,318.51
5009,CUST_446,2023-01-05,306.97
5010,CUST_1394,2023-01-05,323.18
5011,CUST_2157,2023-01-05,431.47
5012,CUST_2057,2023-01-05,240.63
5013,CUST_2001,2023-01-05,158.86
5014,CUST_501,2023-01-05,177.99
5015,CUST_1445,2023-01-05,240.41
5016,CUST_261,2023-01-05,348.73
5017,CUST_2256,2023-01-05,294.43
5018,CUST_2338,2023-01-05,350.47
5019,CUST_80,2023-01-05,265.61
5020,CUST_1623,2023-01-06,53.83
5021,CUST_1989,2023-01-06,364.97
5022,CUST_186,2023-01-06,484.96
5023,CUST_583,2023-01-06,121.26
5024,CUST_1845,2023-01-06,326.3
5025,CUST_1735,2023-01-06,66.92
5026,CUST_2474,2023-01-06,30.22
5027,CUST_1156,2023-01-06,58.82
5028,CUST_1538,2023-01-07,350.47
5029,CUST_1577,2023-01-07,430.86
5030,CUST_2433,2023-01-07,409.35
5031,CUST_320,2023-01-07,471.92
5032,CUST_2821,2023-01-07,417.17
5033,CUST_1594,2023-01-07,416.08
5034,CUST_1871,2023-01-07,233.35
5035,CUST_767,2023-01-07,142.74
5036,CUST_87,2023-01-07,24.62
5037,CUST_1507,2023-01-08,233.96
5038,CUST_500,2023-01-08,355.73
5039,CUST_2947,2023-01-08,12.62
5040,CUST_1187,2023-01-08,146.73
5041,CUST_2598,2023-01-08,368.45
5042,CUST_2844,2023-01-08,360.33
5043,CUST_2357,2023-01-09,152.12
5044,CUST_2379,2023-01-09,203.81
5045,CUST_691,2023-01-09,328.63
5046,CUST_2195,2023-01-09,20.95
5047,CUST_613,2023-01-09,327.33
5048,CUST_1677,2023-01-09,415.68
5049,CUST_2949,2023-01-09,278.54
5050,CUST_703,2023-01-09,288.13
5051,CUST_1457,2023-01-09,51.57
5052,CUST_903,2023-01-09,433.29
5053,CUST_1557,2023-01-09,383.54
5054,CUST_2629,2023-01-09,64.37
5055,CUST_2730,2023-01-09,118.09
5056,CUST_1271,2023-01-09,154.42
5057,CUST_733,2023-01-09,382.81
5058,CUST_2251,2023-01-09,375.0
5059,CUST_1277,2023-01-09,222.51
5060,CUST_354,2023-01-09,480.03
5061,CUST_1467,2023-01-10,195.04
5062,CUST_368,2023-01-10,434.0
5063,CUST_2939,2023-01-10,401.5
5064,CUST_764,2023-01-10,172.3
5065,CUST_1928,2023-01-10,495.82
5066,CUST_2299,2023-01-10,237.98
5067,CUST_61,2023-01-10,472.78
5068,CUST_2680,2023-01-10,226.76
5069,CUST_829,2023-01-10,254.67
5070,CUST_2526,2023-01-10,257.36
5071,CUST_1054,2023-01-10,479.13
5072,CUST_1333,2023-01-10,74.4
5073,CUST_2232,2023-01-10,419.13
5074,CUST_2041,2023-01-10,374.6
5075,CUST_2125,2023-01-10,15.71
5076,CUST_319,2023-01-10,70.15
5077,CUST_857,2023-01-10,491.18
5078,CUST_1099,2023-01-10,238.12
5079,CUST_1943,2023-01-10,130.35
5080,CUST_440,2023-01-11,54.62
5081,CUST_900,2023-01-11,458.51
5082,CUST_2104,2023-01-11,100.17
5083,CUST_2012,2023-01-11,366.71
5084,CUST_2622,2023-01-11,246.38
5085,CUST_2352,2023-01-11,46.4
5086,CUST_856,2023-01-11,151.56
5087,CUST_2603,2023-01-11,243.14
5088,CUST_2922,2023-01-11,332.93
5089,CUST_1152,2023-01-11,219.27
5090,CUST_725,2023-01-11,146.41
5091,CUST_1172,2023-01-11,202.98
5092,CUST_288,2023-01-11,206.01
5093,CUST_369,2023-01-11,52.48
5094,CUST_2309,2023-01-11,160.06
5095,CUST_24,2023-01-12,442.62
5096,CUST_443,2023-01-12,93.77
5097,CUST_1590,2023-01-12,386.13
5098,CUST_1216,2023-01-12,308.74
5099,CUST_1726,2023-01-12,300.14
5100,CUST_2967,2023-01-12,78.25
5101,CUST_2500,2023-01-12,378.75
5102,CUST_2942,2023-01-12,309.52
5103,CUST_2882,2023-01-12,279.15
5104,CUST_2933,2023-01-12,26.5
5105,CUST_1860,2023-01-12,443.05
5106,CUST_365,2023-01-12,168.94
5107,CUST_1229,2023-01-12,363.07
5108,CUST_1310,2023-01-12,69.86
5109,CUST_1143,2023-01-12,324.17
5110,CUST_808,2023-01-12,189.58
5111,CUST_491,2023-01-12,107.3
5112,CUST_1778,2023-01-12,99.54
5113,CUST_1502,2023-01-13,183.0
5114,CUST_2310,2023-01-13,394.72
5115,CUST_2194,2023-01-13,185.48
5116,CUST_1141,2023-01-13,115.48
5117,CUST_981,2023-01-13,352.85
5118,CUST_56,2023-01-13,472.76
5119,CUST_460,2023-01-13,478.15
5120,CUST_1640,2023-01-13,267.39
5121,CUST_2423,2023-01-13,304.63
5122,CUST_2412,2023-01-13,263.42
5123,CUST_1136,2023-01-13,131.0
5124,CUST_2059,2023-01-13,109.56
5125,CUST_520,2023-01-13,340.96
5126,CUST_2893,2023-01-14,134.47
5127,CUST_377,2023-01-14,221.31
5128,CUST_2341,2023-01-14,452.17
5129,CUST_2433,2023-01-14,424.56
5130,CUST_1453,2023-01-14,305.79
5131,CUST_962,2023-01-14,342.59
5132,CUST_854,2023-01-14,98.02
5133,CUST_1084,2023-01-14,215.42
5134,CUST_1180,2023-01-14,120.74
5135,CUST_1517,2023-01-14,219.11
5136,CUST_307,2023-01-14,488.63
5137,CUST_1069,2023-01-15,488.43
5138,CUST_1411,2023-01-15,247.73
5139,CUST_1781,2023-01-15,38.91
5140,CUST_2623,2023-01-15,202.23
5141,CUST_428,2023-01-15,196.61
5142,CUST_2511,2023-01-15,25.24
5143,CUST_2461,2023-01-15,144.48
5144,CUST_508,2023-01-15,493.26
5145,CUST_682,2023-01-15,293.98
5146,CUST_1034,2023-01-15,169.04
5147,CUST_1642,2023-01-15,100.98
5148,CUST_2577,2023-01-15,146.38
5149,CUST_1982,2023-01-16,43.7
5150,CUST_2630,2023-01-16,470.03
5151,CUST_716,2023-01-16,431.31
5152,CUST_971,2023-01-16,361.74
5153,CUST_922,2023-01-16,278.46
5154,CUST_2874,2023-01-16,328.11
5155,CUST_87,2023-01-16,303.33
5156,CUST_551,2023-01-16,347.35
5157,CUST_2094,2023-01-17,44.15
5158,CUST_1542,2023-01-17,472.96
5159,CUST_179,2023-01-17,260.48
5160,CUST_1587,2023-01-17,318.45
5161,CUST_1632,2023-01-17,48.6
5162,CUST_106,2023-01-17,233.72
5163,CUST_348,2023-01-17,91.51
5164,CUST_397,2023-01-17,324.16
5165,CUST_1214,2023-01-17,387.77
5166,CUST_2765,2023-01-17,338.06
5167,CUST_1166,2023-01-17,262.39
5168,CUST_1501,2023-01-17,382.28
5169,CUST_1811,2023-01-17,396.18
5170,CUST_2195,2023-01-17,381.14
5171,CUST_1519,2023-01-18,278.45
5172,CUST_2644,2023-01-18,20.81
5173,CUST_919,2023-01-18,322.94
5174,CUST_1395,2023-01-18,134.68
5175,CUST_1155,2023-01-18,107.97
5176,CUST_2661,2023-01-18,417.64
5177,CUST_1556,2023-01-18,458.66
5178,CUST_910,2023-01-18,173.26
5179,CUST_954,2023-01-18,116.75
5180,CUST_1509,2023-01-18,353.0
5181,CUST_2729,2023-01-18,74.85
5182,CUST_692,2023-01-18,256.95
5183,CUST_1870,2023-01-19,205.22
5184,CUST_2264,2023-01-19,468.78
5185,CUST_2650,2023-01-19,488.59
5186,CUST_2071,2023-01-19,168.48
5187,CUST_1843,2023-01-19,491.86
5188,CUST_2627,2023-01-19,468.5
5189,CUST_1199,2023-01-19,485.57
5190,CUST_1403,2023-01-19,229.3
5191,CUST_1208,2023-01-19,411.45
5192,CUST_1764,2023-01-19,496.61
5193,CUST_1133,2023-01-19,95.91
5194,CUST_2217,2023-01-20,56.48
5195,CUST_261,2023-01-20,446.53
5196,CUST_1412,2023-01-20,309.2
5197,CUST_2661,2023-01-20,462.37
5198,CUST_2205,2023-01-20,195.65
5199,CUST_1476,2023-01-20,240.88
5200,CUST_2323,2023-01-20,86.4
5201,CUST_396,2023-01-21,224.3
5202,CUST_2803,2023-01-21,43.48
5203,CUST_1029,2023-01-21,102.86
5204,CUST_1908,2023-01-21,291.45
5205,CUST_2579,2023-01-21,98.95
5206,CUST_2047,2023-01-21,217.92
5207,CUST_51,2023-01-21,58.61
5208,CUST_1118,2023-01-21,145.04
5209,CUST_253,2023-01-21,173.18
5210,CUST_2955,2023-01-21,55.02
5211,CUST_1737,2023-01-21,404.27
5212,CUST_73,2023-01-21,391.62
5213,CUST_2115,2023-01-21,155.73
5214,CUST_1764,2023-01-21,263.75
5215,CUST_228,2023-01-21,362.89
5216,CUST_2439,2023-01-22,355.67
5217,CUST_611,2023-01-22,89.6
5218,CUST_2079,2023-01-22,168.37
5219,CUST_1193,2023-01-22,419.57
5220,CUST_908,2023-01-22,45.47
5221,CUST_348,2023-01-22,48.98
5222,CUST_1420,2023-01-22,466.38
5223,CUST_700,2023-01-22,334.27
5224,CUST_1408,2023-01-22,236.66
5225,CUST_1557,2023-01-22,210.73
5226,CUST_2595,2023-01-22,291.46
5227,CUST_2091,2023-01-22,392.29
5228,CUST_185,2023-01-22,72.34
5229,CUST_1681,2023-01-22,59.45
5230,CUST_2884,2023-01-22,218.79
5231,CUST_429,2023-01-23,366.16
5232,CUST_2513,2023-01-23,234.15
5233,CUST_2907,2023-01-23,430.17
5234,CUST_2779,2023-01-23,466.57
5235,CUST_339,2023-01-23,293.69
5236,CUST_1930,2023-01-23,463.43
5237,CUST_2181,2023-01-23,494.91
5238,CUST_541,2023-01-23,154.57
5239,CUST_2640,2023-01-23,136.53
5240,CUST_501,2023-01-23,21.02
5241,CUST_2215,2023-01-23,477.36
5242,CUST_1264,2023-01-23,210.96
5243,CUST_844,2023-01-23,302.68
5244,CUST_1448,2023-01-23,335.13
5245,CUST_2922,2023-01-23,431.81
5246,CUST_2574,2023-01-23,457.06
5247,CUST_2920,2023-01-24,67.5
5248,CUST_2772,2023-01-24,216.15
5249,CUST_2579,2023-01-24,414.14
5250,CUST_1853,2023-01-24,330.84
5251,CUST_312,2023-01-24,295.2
5252,CUST_1552,2023-01-24,93.2
5253,CUST_531,2023-01-24,277.77
5254,CUST_139,2023-01-24,400.14
5255,CUST_851,2023-01-24,212.18
5256,CUST_1121,2023-01-24,414.42
5257,CUST_2791,2023-01-24,58.31
5258,CUST_1265,2023-01-24,371.39
5259,CUST_387,2023-01-24,389.31
5260,CUST_2118,2023-01-25,76.07
5261,CUST_665,2023-01-25,451.24
5262,CUST_449,2023-01-25,285.63
5263,CUST_1919,2023-01-25,219.08
5264,CUST_451,2023-01-25,234.99
5265,CUST_1147,2023-01-25,428.14
5266,CUST_2053,2023-01-25,171.11
5267,CUST_2437,2023-01-25,374.3
5268,CUST_1551,2023-01-25,242.38
5269,CUST_2926,2023-01-26,180.67
5270,CUST_226,2023-01-26,287.93
5271,CUST_147,2023-01-26,143.81
5272,CUST_2211,2023-01-26,283.85
5273,CUST_1287,2023-01-26,140.85
5274,CUST_94,2023-01-26,485.21
5275,CUST_123,2023-01-26,469.41
5276,CUST_2449,2023-01-26,240.96
5277,CUST_192,2023-01-26,255.37
5278,CUST_549,2023-01-26,285.43
5279,CUST_530,2023-01-26,403.22
